A.207	0	253490	0
A.207	0	1115071	0
A.207	0	2048134	0
A.207	0	2044971	0
A.207	0	2843545	0
A.207	0	754820	0
A.207	0	2091263	0
A.207	0	2352791	0
A.207	0	2739687	0
A.207	0	2794835	0
A.207	0	1808284	0
A.207	0	1147142	0
A.207	0	2723179	0
A.207	0	1427362	0
A.207	0	463332	0
A.207	0	1888815	0
A.207	0	1032038	0
A.207	0	1963588	0
A.207	0	2334409	0
A.207	0	2133791	0
A.207	0	2786453	0
A.207	0	1352159	0
A.207	0	366791	0
A.207	0	2458633	0
A.207	0	2170153	0
A.207	0	1619519	0
A.207	0	2830578	0
A.207	0	881505	0
A.207	0	183854	0
A.207	0	160808	0
A.207	0	1851824	0
A.207	0	414290	0
A.207	0	861005	0
A.207	0	2083063	0
A.207	0	1627767	0
A.207	0	20355	0
A.207	0	2583679	0
A.207	0	326727	0
A.207	0	2930985	0
A.207	0	1185012	0
A.207	0	2006333	0
A.207	0	2084804	0
A.207	0	18989	0
A.207	0	2012649	0
A.207	0	1190476	0
A.207	0	2559620	0
A.207	0	901708	0
A.207	0	1867196	0
A.207	0	2761032	0
A.207	0	2152265	0
A.207	0	1979357	0
A.207	0	62428	0
A.207	0	2435079	0
A.207	0	1955698	0
A.207	0	530470	0
A.207	0	2371040	0
A.207	0	90093	0
A.207	0	390462	0
A.207	0	70182	0
A.207	0	2590265	0
A.207	0	2914511	0
A.207	0	1076911	0
A.207	0	1488203	0
A.207	0	105205	0
A.207	0	353510	0
A.207	0	822312	0
A.207	0	1785550	0
A.207	0	2794137	0
A.207	0	239530	0
A.207	0	1946158	0
A.207	0	1226544	0
A.207	0	2942420	0
A.207	0	2133738	0
A.207	0	1982368	0
A.207	0	1762204	0
A.207	0	1810587	0
A.207	0	2986766	0
A.207	0	482074	0
A.207	0	155590	0
A.207	0	743895	0
A.207	0	2228912	0
A.207	0	2070188	0
A.207	0	361429	0
A.207	0	1402545	0
A.207	0	2717547	0
A.207	0	874452	0
A.207	0	313761	0
A.207	0	935737	0
A.207	0	312648	0
A.207	0	1629374	0
A.207	0	55711	0
A.207	0	2817813	0
A.207	0	2966861	0
A.207	0	2199415	0
A.207	0	2711486	0
A.207	0	540951	0
A.207	0	657641	0
A.207	0	1817940	0
A.207	0	2597696	0
A.207	0	1752730	0
A.207	0	861593	0
A.207	0	260351	0
A.207	0	888704	0
A.207	0	1483774	0
A.207	0	35653	0
A.207	0	724901	0
A.207	0	2584282	0
A.207	0	2631037	0
A.207	0	361836	0
A.207	0	1337539	0
A.207	0	1978329	0
A.207	0	2726412	0
A.207	0	1653937	0
A.207	0	274615	0
A.207	0	1340234	0
A.207	0	176262	0
A.207	0	3025040	0
A.207	0	323093	0
A.207	0	698653	0
A.207	0	420988	0
A.207	0	3031011	0
A.207	0	145283	0
A.207	0	1382964	0
A.207	0	2682265	0
A.207	0	519590	0
A.207	0	679378	0
A.207	0	1670204	0
A.207	0	735160	0
A.207	0	448145	0
A.207	0	205504	0
A.207	0	2221960	0
A.207	0	1397019	0
A.207	0	817397	0
A.207	0	2554730	0
A.207	0	137150	0
A.207	0	1010197	0
A.207	0	2702393	0
A.207	0	1087894	0
A.207	0	1768066	0
A.207	0	45230	0
A.207	0	1024578	0
A.207	0	352613	0
A.207	0	1120785	0
A.207	0	69831	0
A.207	0	2545519	0
A.207	0	1748548	0
A.207	0	53407	0
A.207	0	2074879	0
A.207	0	1696689	0
A.207	0	2625724	0
A.207	0	310874	0
A.207	0	118107	0
A.207	0	764701	0
A.207	0	2389150	0
A.207	0	2499800	0
A.207	0	1492811	0
A.207	0	1476828	0
A.207	0	2148333	0
A.207	0	617710	0
A.207	0	1592021	0
A.207	0	387674	0
A.207	0	1734569	0
A.207	0	519953	0
A.207	0	1997459	0
A.207	0	2133744	0
A.207	0	509182	0
A.207	0	2371129	0
A.207	0	2590063	0
A.207	0	1949876	0
A.207	0	115852	0
A.207	0	228430	0
A.207	0	2584644	0
A.207	0	641386	0
A.207	0	2961168	0
A.207	0	1958830	0
A.207	0	2713103	0
A.207	0	278498	0
A.207	0	1425923	0
A.207	0	1912975	0
A.207	0	98999	0
A.207	0	1067480	0
A.207	0	2984931	0
A.207	0	1412628	0
A.207	0	850211	0
A.207	0	1600212	0
A.207	0	1997220	0
A.207	0	1424347	0
A.207	0	443853	0
A.207	0	1576182	0
A.207	0	1358774	0
A.207	0	2514305	0
A.207	0	140145	0
A.207	0	2859336	0
A.207	0	1052903	0
A.207	0	1124459	0
A.207	0	248803	0
A.207	0	1489796	0
A.207	0	1059953	0
A.207	0	3004050	0
A.207	0	566677	0
A.207	0	2000979	0
A.207	0	963472	0
A.207	0	296449	0
A.207	0	2096851	0
A.207	0	2719216	0
A.207	0	78961	0
A.207	0	8378	0
A.207	0	1858584	0
A.207	0	2910276	0
A.207	0	1529749	0
A.207	0	2106002	0
A.207	0	929202	0
A.207	0	1085589	0
A.207	0	1641007	0
A.207	0	1855989	0
A.207	0	853358	0
A.207	0	1158298	0
A.207	0	1977278	0
A.207	0	123662	0
